id,weeklySales
1_6_2012-11-09,6294.635699999998
1_7_2012-11-09,22366.118399999992
1_8_2012-11-09,39740.12780000002
1_9_2012-11-09,37280.26919999996
1_10_2012-11-09,33768.89369999999
1_11_2012-11-09,24568.960200000005
1_12_2012-11-09,9785.296499999995
1_13_2012-11-09,45713.078599999986
1_14_2012-11-09,23098.690799999986
1_16_2012-11-09,7255.962599999998
1_17_2012-11-09,9069.064000000008
1_18_2012-11-09,13578.782899999991
1_19_2012-11-09,1440.4450999999992
1_20_2012-11-09,5068.627600000003
1_21_2012-11-09,7522.612600000001
1_22_2012-11-09,9406.776100000001
1_23_2012-11-09,22697.648200000018
1_24_2012-11-09,7897.767100000001
1_25_2012-11-09,10583.105699999996
1_26_2012-11-09,8513.392100000005
1_27_2012-11-09,1975.969200000001
1_28_2012-11-09,759.0996
1_29_2012-11-09,5236.705600000002
1_30_2012-11-09,2889.898600000001
1_31_2012-11-09,1844.2195999999997
1_32_2012-11-09,6361.000699999996
1_33_2012-11-09,6427.451599999997
1_34_2012-11-09,12658.8969
1_35_2012-11-09,2341.9144000000006
1_36_2012-11-09,1547.1840000000004
1_37_2012-11-09,2778.0244000000016
1_38_2012-11-09,83070.15379999999
1_40_2012-11-09,60123.73939999998
1_41_2012-11-09,2861.8460000000005
1_42_2012-11-09,8162.913599999994
1_44_2012-11-09,5559.348999999998
1_46_2012-11-09,18471.700999999994
1_48_2012-11-09,2335.909
1_49_2012-11-09,9262.959299999999
1_52_2012-11-09,2782.6158000000014
1_55_2012-11-09,20952.504300000004
1_56_2012-11-09,1313.0584999999994
1_58_2012-11-09,4870.459099999999
1_59_2012-11-09,3586.102699999997
1_60_2012-11-09,1091.9688999999996
1_67_2012-11-09,6522.282799999999
1_71_2012-11-09,4286.8168000000005
1_72_2012-11-09,72461.42090000007
1_74_2012-11-09,10686.789399999992
1_79_2012-11-09,36121.34509999998
1_80_2012-11-09,19980.459599999984
1_81_2012-11-09,32405.228900000002
1_82_2012-11-09,21576.55600000001
1_83_2012-11-09,5780.908699999997
1_85_2012-11-09,3208.526399999999
1_87_2012-11-09,57156.03599999995
1_90_2012-11-09,96466.4304000001
1_91_2012-11-09,66403.64430000003
1_92_2012-11-09,152972.26049999997
1_93_2012-11-09,77023.32770000001
1_94_2012-11-09,62392.375600000014
1_95_2012-11-09,116081.81820000002
1_96_2012-11-09,40151.55409999998
1_97_2012-11-09,35843.853100000015
1_98_2012-11-09,14318.028000000002
1_99_2012-11-09,450.8189
1_1_2012-11-16,24212.967100000013
1_2_2012-11-16,49584.3201
1_3_2012-11-16,16550.520999999997
1_4_2012-11-16,42989.55390000001
1_5_2012-11-16,40736.37729999997
1_6_2012-11-16,6189.446500000005
1_7_2012-11-16,25642.136599999998
1_8_2012-11-16,39727.89300000002
1_9_2012-11-16,38812.905499999964
1_10_2012-11-16,33817.8027
1_11_2012-11-16,24919.14310000001
1_12_2012-11-16,9405.004699999998
1_13_2012-11-16,45109.8016
1_14_2012-11-16,24087.177099999994
1_16_2012-11-16,6564.171399999999
1_17_2012-11-16,9660.547000000006
1_18_2012-11-16,14104.35079999999
1_19_2012-11-16,1693.9955999999993
1_20_2012-11-16,4980.962100000002
1_21_2012-11-16,7576.352200000003
1_22_2012-11-16,9755.775799999998
1_23_2012-11-16,23835.468699999998
1_24_2012-11-16,8284.770699999995
1_25_2012-11-16,10672.443899999997
1_26_2012-11-16,8851.989
1_27_2012-11-16,2052.7586000000006
1_28_2012-11-16,828.3938000000003
1_29_2012-11-16,5700.2729
1_30_2012-11-16,2967.0350999999996
1_31_2012-11-16,1818.700999999999
1_32_2012-11-16,7623.961699999997
1_33_2012-11-16,6727.064499999996
1_34_2012-11-16,12863.035699999997
1_35_2012-11-16,2310.2773
1_36_2012-11-16,2151.1081
1_37_2012-11-16,2672.510400000003
1_38_2012-11-16,84889.31719999998
1_40_2012-11-16,60180.55649999997
1_41_2012-11-16,2778.2696
1_42_2012-11-16,7991.954199999991
1_44_2012-11-16,5427.792099999999
1_46_2012-11-16,18562.049199999998
1_48_2012-11-16,3317.6830999999993
1_49_2012-11-16,9745.625199999997
1_52_2012-11-16,2934.8482999999997
1_54_2012-11-16,440.2696999999998
1_55_2012-11-16,21943.501999999993
1_56_2012-11-16,1265.9458999999997
1_58_2012-11-16,5089.2094
1_59_2012-11-16,2249.0819999999994
1_60_2012-11-16,982.328
1_67_2012-11-16,7294.912000000002
1_71_2012-11-16,4072.431300000001
1_72_2012-11-16,61772.67600000001
1_74_2012-11-16,11404.552399999993
1_79_2012-11-16,35453.59759999998
1_80_2012-11-16,20151.7711
1_81_2012-11-16,32271.192000000003
1_82_2012-11-16,21183.338300000007
1_83_2012-11-16,5911.685700000001
1_85_2012-11-16,3279.8390999999992
1_87_2012-11-16,56759.911999999946
1_90_2012-11-16,101143.16830000009
1_91_2012-11-16,65370.50820000001
1_92_2012-11-16,146532.1904
1_93_2012-11-16,75174.87000000004
1_94_2012-11-16,64571.81860000004
1_95_2012-11-16,113302.5184
1_96_2012-11-16,37903.381199999996
1_97_2012-11-16,36018.97770000001
1_98_2012-11-16,13872.372500000005
1_1_2012-11-23,26674.10850000002
1_2_2012-11-23,47159.404999999984
1_3_2012-11-23,16624.121100000008
1_4_2012-11-23,48016.75669999999
1_5_2012-11-23,79501.22140000007
1_6_2012-11-23,19938.911700000008
1_7_2012-11-23,73051.63429999998
1_8_2012-11-23,39274.68810000002
1_9_2012-11-23,41231.56369999999
1_10_2012-11-23,31391.606799999998
1_11_2012-11-23,26994.33550000001
1_12_2012-11-23,8917.401199999986
1_13_2012-11-23,43501.7418
1_14_2012-11-23,49334.12750000002
1_16_2012-11-23,8055.516600000002
1_17_2012-11-23,11082.484800000007
1_18_2012-11-23,37448.49569999999
1_19_2012-11-23,1723.0022000000006
1_20_2012-11-23,6002.2794
1_21_2012-11-23,8228.191000000003
1_22_2012-11-23,16943.626399999997
1_23_2012-11-23,29036.924700000025
1_24_2012-11-23,12509.602400000002
1_25_2012-11-23,11977.139899999987
1_26_2012-11-23,9280.059000000001
1_27_2012-11-23,2168.165900000002
1_28_2012-11-23,787.9155000000001
1_29_2012-11-23,6339.9755000000005
1_30_2012-11-23,3039.0956999999976
1_31_2012-11-23,1946.5977999999998
1_32_2012-11-23,10043.02189999999
1_33_2012-11-23,9431.334499999986
1_34_2012-11-23,14184.849000000006
1_35_2012-11-23,2352.1521999999995
1_36_2012-11-23,2514.4565000000002
1_37_2012-11-23,2754.3763000000013
1_38_2012-11-23,76380.50289999998
1_40_2012-11-23,60654.45199999994
1_41_2012-11-23,3394.3681000000015
1_42_2012-11-23,7641.195299999993
1_44_2012-11-23,7206.2778
1_46_2012-11-23,19343.559300000008
1_48_2012-11-23,6537.338900000003
1_49_2012-11-23,8777.2327
1_52_2012-11-23,3148.2136
1_54_2012-11-23,460.4652
1_55_2012-11-23,37832.8645
1_56_2012-11-23,1461.7098999999994
1_58_2012-11-23,5209.34
1_59_2012-11-23,2578.593899999998
1_60_2012-11-23,1024.274
1_67_2012-11-23,8606.609500000006
1_71_2012-11-23,4637.490700000004
1_72_2012-11-23,285502.63020000025
1_74_2012-11-23,19196.653799999993
1_79_2012-11-23,34607.77720000002
1_80_2012-11-23,20305.43130000001
1_81_2012-11-23,32325.393000000004
1_82_2012-11-23,21766.88300000001
1_83_2012-11-23,5386.538999999995
1_85_2012-11-23,3928.4486999999963
1_87_2012-11-23,50796.49689999998
1_90_2012-11-23,107514.68209999995
1_91_2012-11-23,59927.42119999998
1_92_2012-11-23,154191.07869999993
1_93_2012-11-23,74815.09910000006
1_94_2012-11-23,69148.58080000005
1_95_2012-11-23,109591.01750000003
1_96_2012-11-23,41535.314400000025
1_97_2012-11-23,31456.043000000016
1_98_2012-11-23,17923.731900000006
1_99_2012-11-23,3395.1002000000003
1_1_2012-11-30,24853.473400000013
1_2_2012-11-30,47974.81129999999
1_3_2012-11-30,16765.2377
1_4_2012-11-30,44908.39950000002
1_5_2012-11-30,50198.32149999998
1_6_2012-11-30,7333.570599999998
1_7_2012-11-30,33942.4405
1_8_2012-11-30,39347.68210000003
1_9_2012-11-30,38469.69709999998
1_10_2012-11-30,31439.4255
1_11_2012-11-30,26077.934100000006
1_12_2012-11-30,9212.162499999999
1_13_2012-11-30,42880.4022
1_14_2012-11-30,35032.50770000002
1_16_2012-11-30,6535.5897
1_17_2012-11-30,10466.118400000012
1_18_2012-11-30,14327.54409999999
1_19_2012-11-30,1771.8334999999997
1_20_2012-11-30,5398.353400000001
1_21_2012-11-30,8144.062300000003
1_22_2012-11-30,11427.827200000002
1_23_2012-11-30,24517.703999999998
1_24_2012-11-30,9636.14679999999
1_25_2012-11-30,11756.27499999999
1_26_2012-11-30,9467.5517
1_27_2012-11-30,2091.5906000000014
1_28_2012-11-30,866.6648000000001
1_29_2012-11-30,5716.031600000001
1_30_2012-11-30,2937.758199999997
1_31_2012-11-30,1721.2195
1_32_2012-11-30,7488.875799999997
1_33_2012-11-30,6671.441699999995
1_34_2012-11-30,13900.001499999998
1_35_2012-11-30,2332.2981999999997
1_36_2012-11-30,2580.0753000000004
1_37_2012-11-30,2433.3115000000016
1_38_2012-11-30,82781.59169999996
1_40_2012-11-30,60847.041499999956
1_41_2012-11-30,3395.8166000000015
1_42_2012-11-30,7641.87739999999
1_44_2012-11-30,7015.178200000003
1_45_2012-11-30,41.317499999999974
1_46_2012-11-30,18690.184400000002
1_48_2012-11-30,6451.279900000003
1_49_2012-11-30,9472.174799999999
1_52_2012-11-30,3087.9384999999997
1_54_2012-11-30,448.45049999999986
1_55_2012-11-30,37072.29770000002
1_56_2012-11-30,1297.5464
1_58_2012-11-30,5395.5097
1_59_2012-11-30,2247.2506999999996
1_60_2012-11-30,1006.3620000000001
1_67_2012-11-30,8822.847800000007
1_71_2012-11-30,4307.874200000002
1_72_2012-11-30,96628.07630000003
1_74_2012-11-30,14068.292199999989
1_79_2012-11-30,35074.40680000004
1_80_2012-11-30,20414.243500000008
1_81_2012-11-30,32307.698799999995
1_82_2012-11-30,21365.949900000007
1_83_2012-11-30,5729.787899999998
1_85_2012-11-30,3935.5625999999966
1_87_2012-11-30,49918.64249999999
1_90_2012-11-30,106812.89210000001
1_91_2012-11-30,62468.291599999975
1_92_2012-11-30,150213.64990000005
1_93_2012-11-30,73079.13470000008
1_94_2012-11-30,67158.40820000003
1_95_2012-11-30,112676.7167
1_96_2012-11-30,38392.44509999998
1_97_2012-11-30,35645.291900000026
1_98_2012-11-30,15248.4571
1_99_2012-11-30,3381.3501
1_1_2012-12-07,45455.89590000001
1_2_2012-12-07,50681.3314
1_3_2012-12-07,18016.883200000007
1_4_2012-12-07,44727.3778
1_5_2012-12-07,57102.323800000006
1_6_2012-12-07,17434.68760000001
1_7_2012-12-07,183729.51780000006
1_8_2012-12-07,57415.01250000005
1_9_2012-12-07,38315.12379999997
1_10_2012-12-07,32873.89049999999
1_11_2012-12-07,30161.630700000027
1_12_2012-12-07,9628.078599999993
1_13_2012-12-07,43914.93219999999
1_14_2012-12-07,44777.87740000001
1_16_2012-12-07,8361.197299999994
1_17_2012-12-07,16786.0232
1_18_2012-12-07,47891.838999999985
1_19_2012-12-07,1844.6585
1_20_2012-12-07,6810.647700000001
1_21_2012-12-07,10513.932299999997
1_22_2012-12-07,12024.757899999993
1_23_2012-12-07,48369.418499999985
1_24_2012-12-07,12761.59639999999
1_25_2012-12-07,12997.496700000002
1_26_2012-12-07,8548.0751
1_27_2012-12-07,5141.4623999999985
1_28_2012-12-07,859.5053999999998
1_29_2012-12-07,11584.088399999999
1_30_2012-12-07,3513.5222
1_31_2012-12-07,5016.042699999998
1_32_2012-12-07,31896.408699999978
1_33_2012-12-07,15357.2908
1_34_2012-12-07,13511.077699999996
1_35_2012-12-07,2315.4994
1_36_2012-12-07,2071.2665000000006
1_37_2012-12-07,2654.1355000000017
1_38_2012-12-07,81473.6347
1_40_2012-12-07,59954.44249999995
1_41_2012-12-07,4259.740500000001
1_42_2012-12-07,6919.838199999994
1_44_2012-12-07,7719.672200000005
1_45_2012-12-07,29.283499999999982
1_46_2012-12-07,46265.10029999994
1_48_2012-12-07,3511.2225999999996
1_49_2012-12-07,9243.972799999998
1_52_2012-12-07,3215.1862000000006
1_54_2012-12-07,426.95709999999985
1_55_2012-12-07,40137.7926
1_56_2012-12-07,1383.4732999999999
1_58_2012-12-07,5213.429399999999
1_59_2012-12-07,9282.2243
1_60_2012-12-07,1265.0199999999998
1_67_2012-12-07,10542.666700000007
1_71_2012-12-07,4060.1315000000004
1_72_2012-12-07,147776.6847
1_74_2012-12-07,11670.135099999992
1_79_2012-12-07,35649.02180000001
1_80_2012-12-07,20374.8397
1_81_2012-12-07,32016.539299999997
1_82_2012-12-07,42136.450100000045
1_83_2012-12-07,5838.086299999996
1_85_2012-12-07,6867.083400000007
1_87_2012-12-07,53554.99049999996
1_90_2012-12-07,102015.03520000009
1_91_2012-12-07,64080.919700000006
1_92_2012-12-07,144491.72199999998
1_93_2012-12-07,71946.46120000006
1_94_2012-12-07,65631.02410000001
1_95_2012-12-07,120890.8641000001
1_96_2012-12-07,41648.422900000005
1_97_2012-12-07,36125.46010000002
1_98_2012-12-07,14914.186800000007
1_99_2012-12-07,1129.5855
1_1_2012-12-14,35405.395699999994
1_2_2012-12-14,49112.14799999998
1_3_2012-12-14,17772.780300000006
1_4_2012-12-14,41454.64410000003
1_5_2012-12-14,49441.72299999997
1_6_2012-12-14,11953.085900000007
1_7_2012-12-14,101001.43190000001
1_8_2012-12-14,41282.071199999984
1_9_2012-12-14,36513.57689999998
1_10_2012-12-14,30950.013300000006
1_11_2012-12-14,28089.23730000002
1_12_2012-12-14,8453.921299999995
1_13_2012-12-14,43386.761099999996
1_14_2012-12-14,31196.988300000005
1_16_2012-12-14,5763.065900000002
1_17_2012-12-14,12839.21509999999
1_18_2012-12-14,33914.17269999999
1_19_2012-12-14,1898.7780000000002
1_20_2012-12-14,5000.046700000002
1_21_2012-12-14,9673.651699999999
1_22_2012-12-14,11383.557899999996
1_23_2012-12-14,42346.00229999998
1_24_2012-12-14,12421.83429999999
1_25_2012-12-14,12204.3699
1_26_2012-12-14,8686.543999999998
1_27_2012-12-14,3733.115800000001
1_28_2012-12-14,902.8378000000005
1_29_2012-12-14,10024.608999999999
1_30_2012-12-14,2833.835299999998
1_31_2012-12-14,4702.050599999999
1_32_2012-12-14,27235.325299999982
1_33_2012-12-14,13650.855800000005
1_34_2012-12-14,13411.407899999997
1_35_2012-12-14,2322.8767
1_36_2012-12-14,2450.5078000000008
1_37_2012-12-14,2409.842300000001
1_38_2012-12-14,82621.66449999997
1_40_2012-12-14,60528.27299999996
1_41_2012-12-14,2971.8427
1_42_2012-12-14,6700.673599999993
1_44_2012-12-14,6524.846200000004
1_46_2012-12-14,35313.5705
1_48_2012-12-14,3742.7737999999995
1_49_2012-12-14,9314.9835
1_52_2012-12-14,3112.543399999999
1_54_2012-12-14,459.4812999999998
1_55_2012-12-14,32983.91149999998
1_56_2012-12-14,1327.1251999999993
1_58_2012-12-14,5126.55
1_59_2012-12-14,7433.707
1_60_2012-12-14,1371.1279999999997
1_67_2012-12-14,9510.620500000005
1_71_2012-12-14,4126.614399999999
1_72_2012-12-14,70609.57410000001
1_74_2012-12-14,11330.689999999995
1_79_2012-12-14,34562.60180000003
1_80_2012-12-14,20428.472200000007
1_81_2012-12-14,31912.729700000004
1_82_2012-12-14,35703.81480000002
1_83_2012-12-14,5783.7224
1_85_2012-12-14,7196.725200000007
1_87_2012-12-14,49783.3434
1_90_2012-12-14,101995.7484000001
1_91_2012-12-14,61089.304099999965
1_92_2012-12-14,150194.581
1_93_2012-12-14,72513.06030000006
1_94_2012-12-14,65977.9151
1_95_2012-12-14,111700.06550000007
1_96_2012-12-14,37299.02339999999
1_97_2012-12-14,36195.03550000002
1_98_2012-12-14,14200.44860000001
1_99_2012-12-14,730.7075
1_1_2012-12-21,53160.469900000004
1_2_2012-12-21,51157.51129999999
1_3_2012-12-21,17857.928300000007
1_4_2012-12-21,43606.38750000001
1_5_2012-12-21,54831.367699999966
1_6_2012-12-21,17004.470200000003
1_7_2012-12-21,170086.76929999996
1_8_2012-12-21,55098.965200000035
1_9_2012-12-21,40908.62819999998
1_10_2012-12-21,34866.5063
1_11_2012-12-21,29982.61360000002
1_12_2012-12-21,9608.507199999995
1_13_2012-12-21,45402.594399999994
1_14_2012-12-21,36380.07520000001
1_16_2012-12-21,6598.377099999999
1_17_2012-12-21,16835.4942
1_18_2012-12-21,53899.63579999999
1_19_2012-12-21,1898.3396999999998
1_20_2012-12-21,6519.018499999997
1_21_2012-12-21,10442.7554
1_22_2012-12-21,12004.712099999995
1_23_2012-12-21,46435.57079999998
1_24_2012-12-21,13048.998399999991
1_25_2012-12-21,12737.4233
1_26_2012-12-21,9286.405800000002
1_27_2012-12-21,5325.620799999999
1_28_2012-12-21,905.9335000000007
1_29_2012-12-21,11731.104499999998
1_30_2012-12-21,3576.606
1_31_2012-12-21,5039.728099999998
1_32_2012-12-21,25691.0927
1_33_2012-12-21,14085.156800000008
1_34_2012-12-21,12948.045199999993
1_35_2012-12-21,2317.7382000000002
1_36_2012-12-21,2595.2006
1_37_2012-12-21,2767.941600000001
1_38_2012-12-21,83854.29709999997
1_40_2012-12-21,60358.20009999996
1_41_2012-12-21,3275.8522000000007
1_42_2012-12-21,7415.780299999992
1_44_2012-12-21,7594.6528000000035
1_46_2012-12-21,45055.58139999995
1_47_2012-12-21,-421.69
1_48_2012-12-21,3583.2909999999997
1_49_2012-12-21,9685.877799999995
1_52_2012-12-21,3145.8708000000006
1_54_2012-12-21,485.06509999999986
1_55_2012-12-21,34998.26920000001
1_56_2012-12-21,1393.8337999999994
1_58_2012-12-21,5091.459699999999
1_59_2012-12-21,11582.563999999998
1_60_2012-12-21,1409.986
1_67_2012-12-21,10331.740000000009
1_71_2012-12-21,4147.510400000001
1_72_2012-12-21,184336.34670000005
1_74_2012-12-21,11517.547299999995
1_79_2012-12-21,36130.54899999998
1_80_2012-12-21,20286.532000000003
1_81_2012-12-21,32073.0475
1_82_2012-12-21,44977.757900000055
1_83_2012-12-21,5965.475399999998
1_85_2012-12-21,6555.3027000000075
1_87_2012-12-21,52886.062799999956
1_90_2012-12-21,101364.2725000001
1_91_2012-12-21,63870.421800000004
1_92_2012-12-21,145907.51739999998
1_93_2012-12-21,72710.19700000007
1_94_2012-12-21,64697.92330000002
1_95_2012-12-21,111866.00530000006
1_96_2012-12-21,37288.65439999999
1_97_2012-12-21,35953.60620000002
1_98_2012-12-21,14585.588000000005
1_99_2012-12-21,1154.5855
1_1_2012-12-28,31519.123600000003
1_2_2012-12-28,49432.02379999999
1_3_2012-12-28,17128.834399999996
1_4_2012-12-28,41260.168000000034
1_5_2012-12-28,49240.01279999995
1_6_2012-12-28,10688.890300000003
1_7_2012-12-28,52837.11589999995
1_8_2012-12-28,38737.79619999999
1_9_2012-12-28,36686.629699999976
1_10_2012-12-28,33637.72039999999
1_11_2012-12-28,25177.854500000016
1_12_2012-12-28,8570.339599999996
1_13_2012-12-28,45397.0621
1_14_2012-12-28,31560.741400000006
1_16_2012-12-28,5438.264399999999
1_17_2012-12-28,12151.136699999997
1_18_2012-12-28,34210.6402
1_19_2012-12-28,1745.9451999999997
1_20_2012-12-28,5379.985700000002
1_21_2012-12-28,7961.0232
1_22_2012-12-28,11497.785499999998
1_23_2012-12-28,39455.01579999998
1_24_2012-12-28,7439.373300000004
1_25_2012-12-28,11102.613300000005
1_26_2012-12-28,9223.3152
1_27_2012-12-28,2985.5161
1_28_2012-12-28,906.8755000000008
1_29_2012-12-28,9569.179199999999
1_30_2012-12-28,3006.7063999999996
1_31_2012-12-28,3293.603800000003
1_32_2012-12-28,19200.27429999999
1_33_2012-12-28,7565.8013
1_34_2012-12-28,13122.951099999991
1_35_2012-12-28,2303.2779000000005
1_36_2012-12-28,2433.2702
1_37_2012-12-28,2755.7063
1_38_2012-12-28,83168.84359999998
1_40_2012-12-28,60663.15509999995
1_41_2012-12-28,2858.1552
1_42_2012-12-28,7410.143799999995
1_44_2012-12-28,6404.8293
1_46_2012-12-28,30142.676400000008
1_48_2012-12-28,3196.5334
1_49_2012-12-28,9240.645999999997
1_52_2012-12-28,3185.988
1_54_2012-12-28,504.44679999999994
1_55_2012-12-28,25647.16199999999
1_56_2012-12-28,1420.8681999999992
1_58_2012-12-28,5240.8396999999995
1_59_2012-12-28,7395.7986
1_60_2012-12-28,964.8780000000003
1_67_2012-12-28,11000.622300000005
1_71_2012-12-28,4869.973200000004
1_72_2012-12-28,78533.3617
1_74_2012-12-28,13673.685699999989
1_79_2012-12-28,35602.4186
1_80_2012-12-28,20103.358800000013
1_81_2012-12-28,32164.541199999996
1_82_2012-12-28,35555.075500000006
1_83_2012-12-28,5679.2135
1_85_2012-12-28,5207.057399999999
1_87_2012-12-28,55134.058099999966
1_90_2012-12-28,101614.32210000008
1_91_2012-12-28,61882.12630000002
1_92_2012-12-28,146036.15980000005
1_93_2012-12-28,67458.5193
1_94_2012-12-28,58561.08350000001
1_95_2012-12-28,98859.39320000008
1_96_2012-12-28,39549.343300000015
1_97_2012-12-28,32604.56740000001
1_98_2012-12-28,14603.8006
1_99_2012-12-28,848.8104999999999
1_1_2013-01-04,18489.784799999983
1_2_2013-01-04,46177.76029999997
1_3_2013-01-04,17512.6927
1_4_2013-01-04,40458.098499999986
1_5_2013-01-04,24481.506800000003
1_6_2013-01-04,3124.0938
1_7_2013-01-04,19683.340799999994
1_8_2013-01-04,39175.75660000003
1_9_2013-01-04,17786.715800000027
1_10_2013-01-04,25026.520999999993
1_11_2013-01-04,24452.730000000018
1_12_2013-01-04,8391.216299999996
1_13_2013-01-04,43691.743400000014
1_14_2013-01-04,20106.713099999997
1_16_2013-01-04,7930.649099999998
1_17_2013-01-04,9946.729899999998
1_18_2013-01-04,10035.5377
1_19_2013-01-04,1490.6593
1_20_2013-01-04,5239.755199999998
1_21_2013-01-04,7040.2370999999985
1_22_2013-01-04,8835.352299999995
1_23_2013-01-04,15709.195499999994
1_24_2013-01-04,5913.6126
1_25_2013-01-04,7014.872999999997
1_26_2013-01-04,6032.177799999993
1_27_2013-01-04,1840.2389999999987
1_28_2013-01-04,837.5204000000002
1_29_2013-01-04,5339.292500000006
1_30_2013-01-04,2855.3397999999997
1_31_2013-01-04,2428.4223000000015
1_32_2013-01-04,7763.7297000000035
1_33_2013-01-04,5228.0
1_34_2013-01-04,11450.8705
1_35_2013-01-04,1966.3477000000016
1_36_2013-01-04,1186.4445999999998
1_37_2013-01-04,2611.468800000001
1_38_2013-01-04,81324.02919999998
1_40_2013-01-04,60646.63570000001
1_41_2013-01-04,2119.0543000000002
1_42_2013-01-04,7333.678700000002
1_44_2013-01-04,4953.973300000001
1_46_2013-01-04,17464.48319999999
1_48_2013-01-04,931.0398
1_49_2013-01-04,12825.062
1_52_2013-01-04,2477.2334999999985
1_54_2013-01-04,519.8330999999998
1_55_2013-01-04,10404.167699999998
1_56_2013-01-04,2142.290599999999
1_58_2013-01-04,4533.080799999999
1_59_2013-01-04,396.05540000000025
1_60_2013-01-04,1054.1080000000002
1_67_2013-01-04,9505.993600000002
1_71_2013-01-04,3717.32
1_72_2013-01-04,48235.09830000001
1_74_2013-01-04,11801.499599999996
1_79_2013-01-04,35072.158299999996
1_80_2013-01-04,19833.029300000006
1_81_2013-01-04,31995.492999999995
1_82_2013-01-04,19246.10370000001
1_83_2013-01-04,6193.835000000004
1_85_2013-01-04,3622.565599999997
1_87_2013-01-04,46044.03679999998
1_90_2013-01-04,97511.55070000007
1_91_2013-01-04,62887.76999999999
1_92_2013-01-04,147467.59929999994
1_93_2013-01-04,66306.35600000006
1_94_2013-01-04,64855.98070000006
1_95_2013-01-04,106812.83450000006
1_96_2013-01-04,32771.36679999999
1_97_2013-01-04,34045.542100000006
1_98_2013-01-04,11984.051199999998
1_1_2013-01-11,19741.62949999998
1_2_2013-01-11,47513.87529999996
1_3_2013-01-11,17578.8795
1_4_2013-01-11,41272.89079999996
1_5_2013-01-11,23632.162399999997
1_6_2013-01-11,3187.2584
1_7_2013-01-11,17887.311699999995
1_8_2013-01-11,39286.67590000002
1_9_2013-01-11,18780.063400000014
1_10_2013-01-11,24823.827199999992
1_11_2013-01-11,23664.232999999997
1_12_2013-01-11,8508.433399999994
1_13_2013-01-11,44285.56409999999
1_14_2013-01-11,21418.08660000001
1_16_2013-01-11,8307.355400000002
1_17_2013-01-11,8899.462100000004
1_18_2013-01-11,10821.004699999996
1_19_2013-01-11,1532.4296999999995
1_20_2013-01-11,5383.6688
1_21_2013-01-11,6912.134999999998
1_22_2013-01-11,8930.496699999996
1_23_2013-01-11,16231.186199999996
1_24_2013-01-11,5810.543299999999
1_25_2013-01-11,7146.493699999999
1_26_2013-01-11,5833.321999999994
1_27_2013-01-11,1733.1270000000004
